question,answer,wrong1,wrong2,wrong3
"These animals have an endoskeleton of calcerous ossicles and hence , the name",echinodermata,arthropoda,Cnidaria,annelida
Echinodermata are marine with,organ – system level of organisations,cell level organisation,tissue level organisation,organ level organisation
The important features of echinodermata are,all the above,bilaterally symmetrical,triploblastic,coelomate animals
The most distinctive features of echinoderms is the presence of,water vascular system,chitinous exoskeleton,calcareous shell,camal system
The water vascular system of echinodermata helps in,transport of food and respiration.,locomotion,capture,all the above
The sea Urchin is,echinus,asterias,antedon,cucumaria
Sea lily is,antedon,ophiura,Asteria,echinus
Excretory system is absent in,echinodermata,mollusca,annelids,arthropoda
The digestive system is complete with mouth on lower ventral side and anus on the upper dorsal side.Identify the phylum,echinodermata,mollusca,annelids,arthropoda
Respiration in echinodermata is done by,water vascular system,canal system,gills,gill book
Characteristic tube feet help in,locomotion,nutrition,respiration,excretion
