question,answer,wrong1,wrong2,wrong3
Platyhelminthes are:,"Triploblastic, bilaterally symmetrical and acoelomate","Diplobalstic, radially symmetrical and coelomate","Diploblastic, radially symmetrical and acoelomate","Triploblastic, bilaterally symmetrical and pseudocoelomate"
An important character of Platyhelminthes is:,Flame cells,Monoecious,Vitelline glands,Flat animals
Platyhelminthes are also called flat worms because:,They have dorsoventrally compressed body,Their head is flat,They creep over the surface,The alimentary canal is flattened
Flatworms are:,Acoelomates,Pseudocoelomates,Coelomates,None
Flame cells are used for:,Both,Osmoregulation,Excretion,None
Flame cells are found in:,Protonephridia,Book lungs,Green gland,Metanephridia
Body plan of flatworm is:,Blind sac,Cell aggregate,Tube within a tube,None
Flame cells are found in:,Protonephridia,Book lung,Green gland,Metanephridia
The tissue in platyhelminthes between viscera and body wall is called:,Parenchyma,Coelom,Mesoderm,Choanoderm
Parasitic adapatation of flatworms is:,All,Anaerobic respiration,Secretion of anti enzymes,Resistant covering cuticle or integument
Parasitic animals have well developed:,Reproductive system,Respiratory system,Digestive system,All
Which one is not a larval stage of flatworm?,Bipinnaria,Miracidium,Cercaria,Redia
Digestive system is not found in:,Taenia,Ascaris,Cockroach,Earthworm
Alimentary canal is completely absent in animals of the class:,Cestoda,Arachnida,Trematoda,Apoda
Free living species occur in which class of platyhelminthes:,Turbellaria,Trematoda,Cestoda,None
Class Trematoda includes:,Flukes,Round worms,All flatworms,All worms
Cestodes are distinguised from other flatworms by the absence of:,Digestive system,Nervous sytem,Excretory system,Reproductive system
Stage of life history of the liver fluke which infects the primary host is:,Metacercaria,Miracidium,Redia,Sporocyst
Stage of the life history of liver fluke when it infects the intermediate host is:,Miracidium,Metacercaria,Cysticercus,Rhabditiform
Fasciola hepatica belongs to the class:,Trematoda,Cestoda,Nematoda,Turebellaria
Which is a free living fresh water flatworm?,Planaria,Schistosoma,Fasciola,Taenia
Regeneration power can be best studied in:,Dugesia,Amphioxus,Earthworm,Ascaris
A digenetic flatworm is:,Liver fluke,Planaria,Hookworm,All
Which of the following is not a parasite:,Dugesia,Schistosoma,Wucheria,Echinococcus
Member of Trematoda is:,Both b and c,Tapeworm,Liverfluke,Schistosoma
Life cycle is digenetic in:,All,Taenia solium,Fasciola hepatica,Taenia saginata
The primary host of Fasciola hepatica is:,Sheep,Man,Pig,Snail
The secondary/intermediate host of liver fluke:,Snail,Sheep,Man,Pig
Fasciola hepatica is present in:,Liver of sheep,Blood of sheep,Spleen of sheep,Intestine of sheep
Schitosoma is a parasite found in:,Blood,Liver,Intestine,Lungs
Which of the following is not a hermaphrodite?,Blood fluke,Tapeworm,Liver fluke,Earthworm
Infective stage of blood fluke is:,Cercaria,Metacercaria,Cysticercus,Metacercaria
The primary host of Scistosoma is:,Man,Snail,Sheep,Housefly
The intermediate host of blood fluke is:,Snail,Man,Sheep,Housefly
Laurer's canal is present in:,Fasciola,Ascaris,Taenia,Schitosoma
Fascioa hepatica is:,Hermaphrodite with cross fertilization,Hermaphrodite with self fertilization,Unisexual,Sexually sterile
Pseudometamerism is found in:,Taenia,Fasciola,Planaria,Ascaris
The prmary host of Taenia solium is:,Man,Pig,Sheep,Cattle
Taenia is found in:,Small intestine,Large intestine,Rectum,Duodenum
Beef tapeworm is:,Taenia saginata,Taenia solium,Echinococcus granulosus,Hymenolepsis nana
Head of tapewrom is also known as:,Scolex,Strobila,Proglottids,Gravid
Hooked embryo is found in:,Taenia,Fasciola,Dugesia,All
Alimentary canal in tapeworm is:,Absent,Straight,Coiled,Branched
Branched uterus containing fertilized capsules can be seen in tapeworm in:,Gravid proglottids,Immature proglottids,Mature proglottids,Immediately below neck
Which of the following is not the character of Taenia solium?,Metamerism,Strobila,Apolysis,Proglottid
Intermediate host of Taenia saginata is:,Cow,Pig,Sheep,Man
Taenia saginata differs from Taenia solium mainly in absence of:,Hooks upon scolex,Scolex,Suckers upon scolex,None
"What is common amongs tapeworm, liver fluke and planaria?",They all have flattened body,They are all found in gut,They are all segmented,They all have a coelom
Unarmed tapeworm is:,T.saginata,Taenia solium,Dog tapewrom,Dwarf tapeworm
Cysticercus of Taenia develops in:,Pig,Man,Goat,Sheep
