question,answer,wrong1,wrong2,wrong3
Which reagent convert both acetaldehyde and acetone to alkane?,Zn-Hg/conc.HCI,Ni/H2,LiAIH4,I2/NaOH
"When formaldehyde is heated with ammonia, it forms a product which is used as uninary antispetic. The product is",Urotropine,Benzotropine,Methyl salicylate,Diacetamide
Which one shows cannizaro reaction?,Benzaldehyde,Acetaldehyde,Acetic acid,Acetophenone
When benzaldehyde is heated with acetic anhydride and condenses to give 3-phenylprop-2-en-1-oic acid. The given reaction is,Perkin condensation,Cannizzaro reaction,Aldol condensation,Benzoin condensation
Formation of cyanohydrin from ketone is an example of,Nucleophilic addition,Nucleophilic substitution,Electrophilic substitution,Electrophilic addition
Which of the following doesn't reduce tollens Reagen,C6H5NH2,HcooH,CH3CHO,C6H5NHOH
Which of the following gives aldol rxn?,CH3CHO,CHO,HCHO,CH3CH2OH
Which of the following is often called oil of bitter of better almond?,Benzaldehyde,Nitrobenzene,Methyl salicylate,Salicylic acid
Which test distinnguishes Aldehyde and ketone?,"Tollen,s test",Grignard test,Lucas test,Schiff test
The aldehydes that do not undergo the aldol condensation due to absence of alpha hydrogen atom is,Benzaldehyde and formaldehyde,Formaldehyde and acetaldehyde,Acetaldehyde and benzaldehyde,All of these
The aldehydes that do not undergo the aldol condensation due to absence of alpha hydrogen atom is,Benzaldehyde and formaldehyde,Formaldehyde and acetaldehyde,Acetaldehyde and benzaldehyde,All of these
Aldehyde is 1st oxidized product of,Primary alcohol,Secondary alcohol,Tertiary alcohol,none
The formation of cyanohydrins from ketone is an example of,Nucleophilic addition reaction,Electrophilic addition reaction,Nucleophilic substitution reaction,Electrophilic substitution reaction
"Carbonyl chloride is changed to acetone, the organic metallie compound used is:",Lithium dimethy cuprate,Lithium diethy cuprate,Sodium ethyl Chloride,Sodium dimethyl chloride
"Which of the following aldehydes, used alone, will undergo an aldol reaction?","Butanal, CH3(CH2)2CHO","Formaldehyde, CH2O",Benzaldehyde C6H5CHO,Propenal CH2=CHCHO
A compound X reacts with ethyl magnesium iodide to form an addition product which on acidic hydrolysis yields 2-methyl 3- pentanol. Identity X.,2- methyl proponal,Butanone,Butanal,Propanone
Treatment of 1-phenylethanone with hydrazine in presence of sodium hydroxide produces ethyl benzene. This rxn is known as,Wolf kishner reduction,Aldol condensation,Claisen condensation,Williamson synthesis
Formation of Cyanohydrin is example of ...... reaction,Nucleophilic addition,Nucleophilic substitution,Electrophilic subsititution,Electrophilic addition
Formation of cyanohydrin from ketone is an example of,Nucleophilic addition reaction,Nucleophilic substitution reaction,Electrophilic substitution reaction,Electrophilic addition reaction
Formation of cyanohydrin from ketone is an example of,Nucleophilic addition reaction,Nucleophilic substitution reaction,Electrophilic substitution reaction,Electrophilic addition reaction
Formation of cyanohydrin from ketone is an example of,Nucleophilic addition reaction,Nucleophilic substitution reaction,Electrophilic substitution reaction,Electrophilic addition reaction
Which of the following reduces carbonyl compounds to hydrocarbons?,Clemensen's reduction,Birch reduction,Meerwein Pondorf vereley reduction,Perkin's condensation
Treatment of 1-phenylethanone with hydrazine in presence of sodium hydroxide produces ethyl benzene.this reaction is known as,Wolf kishner reduction,Aldol condensation,Claisen condensation,Williamson synthesis
Formaldehyde on reaction with Ca(OH)2 forms,formose,m-formaldehyde,sucrose,maltose
The formation of a cyanohydrins from ketone is an example of,Nucleophilic addition,Electrophilic substitution,Electrophilic addition,Nucleophilic substitution
"In following reaction product formed is :

CH3COCI—>Pd/H",acetaldehyde,acetone,carboxylic cid,acetic anhydride
In Cannizaro's reaction:,aldehyde converted into alcohol,acid is converted into amine,alcohol is converted into aldehyde,primary amine is converted into cyanide
"When glycerol reacts with oxalic acid and ultimately hydrolysed, the product is:",Glycerol,Acrolein,Formaldehyde,Glycol
Which of the following can't reduce fehling's solution?,acetic acid,Formic acid,formaldehyde,acetaldehyde
"Polymerization of acetaldehyde in presence of conc. H2SO4, pleseant smelling paraldehyde is formed. Paraldehyde is used",as hypnotic,in perfumery,antiseptic,anesthetic
Formaldehyde reacts with ammonia to give:,hexamethylene tetramine,formalin,formamide,methyl amine
Cannizzaro's reaction is not performed by,Acetaldehyde,Benzaldehyde,Chloral,Formaldehyde
The compound that undergoes cannizzaro reaction is,HCHO,CH3COOH,C2H5CHO,CH3OCH3
Benzene on treating with acetyl chloride in presence of aluminium chloride gives,C6H5COCH3,C6H5COOH,C6H5OH,C6H5CI
When benzaldehyde reacts with acetaldehyde then C6H5-CH=CH-CHO+H2O is formed this is :,clasien schmidt rxn,cannizaro rxn,aldol condensation,Benzoin condensation
"When Benzaldehyde reacs with conc NaOH, then sodium benzoate and Benzyl alcohol is formed by",Cannizaro rxn,Schotten-baumann's rxn,Riemer-tiemann rxn,Sand meyer rxn
Aldehyde can be prepared form acid chloride by,Rosenmund's reduction,wolf-kishner reduction,clemensen's reduction,catlytical hydrogenation in presence of raney nickel
When 2 propanone is treated with iodine in presence of sodium hydroxide gives,iododorm,1-iodopropane,"1,2-diiodopropanone",2- iodopropanone
Aldehyde and ketone can be distinguished by treating them with,tollen's reagent,grignard's reagent,baeyer's reagent,"2,4-DNP"
In wolf-kishner reduction of aldehyde to a hydrocarbon the reagents used are,hydrazine and KOH,zinc amalgam and HCI,lithium aluminium hydride and hydrogen,zinc-copper couple and HCI
Which one of the reagent do you use to seprate aldehydes form alcohol from their mixture?,NaHSO3/H+,HCN,NH2OH,NH2NH2
Tollen's reagent is :,ammonical silver nitrate,bromine water,alkaline KMnO4 solution,Zn and aq.NH4CI
"When benzaldyde is treated with acetic anhydride in presence of sodium acetate, the product formed is :",cinnamic acid,acetaldehyde,phenol,benzyl alcohol
Which of the following named reactions convert's ketone into a hydrocarbon?,wolf-kishner reduction,Reimer-tiemann reaction,friedel- craft reaction,perkin's reaction
Formaldehyde condenses with phenol in dil. Acid to give,bakelite,paraforn,Nobel's oil,trioxane
Acetone on warming with iodine and base gives ......... as major product.,iodoform,methanol,ethanol,acetaldehyde
The reagent used for detection of sugar in urine is,benedict's solution,alkaline potassium permanganate,hypohalite solution,tollen's reagent
Which of the following organic compounds response to both iodoform test and fehling's test,ethanal,propanone,ethanol,methanol
Aldehyde and ketone are separated by,tollen's reagent,Phenyl hydrazine,sulphuric acid,none
Which one shows Canizzaro's rxn,C6H5CHO,CH3-CHO,CH3COCH3,CH3-CH2-CHO
Which of the following has negative iodoform test ?,CH3OH,CH3COCH3,CH3CHO,CH3CH2OH
Aldehyde and ketone can be distingused by :,fehling's solution,NaHSO3,NH3,CI2
Which of the followings can distingush an aldehyde from a ketone?,fehling's solution,ammonia solution,sodium sulphite solution,dilute sulphuric acid
