question,answer,wrong1,wrong2,wrong3
"The mineral Enargite is 48.41% copper, 19.02% as and 32.57% sulphur by mass. What is emperical formula of Enargite?",Cu3AsS4,CuAsS4,CuAsS30,Au2SC4
No. of atom/molecule in 1 molar mass is called,Avogardro's Number,Dalton's Law,Loschmidt number,Normality
"224 cm^3 of vapour of organic compound weigh 0.6gm. It contains 40% carbon, 6.67% of H and rest of Oxygen. The Molecular formula of compond is",C2H4O2,C3H8O2,C3H2O4,C3H10O2
"Four cylinder of volume 4L, 3L, 2L, 1L of He, Cl2Co2NH3,then the ration of number of atom",2:3:3:2,1:2:3:4,1:1:2:2,4:3:2:1
The equivalent weight of an element is 4. The vapor density of its chloride is 60.The valency of element is,3,7,5,6
The total no of electrons in 1 molecule of CO2 is,22,44,24,28
The total no of electrons in 1 molecule of CO2 is,22,44,24,28
The vapor density of X is 4 times that of Y. The molecular mass of X is M then that value of Y is,M/4,4M,M/2,M
The number of molecule of CaCO3 that remains if 1 mole of CaCO3 is allowed to react with1 mole of HCl are,3.01 * 10^23,1.2 * 10^24,6 * 10^24,6.02 * 10^23
"60 gm of a compound on analysis produced 24 gm carbon, 4 gm hydrogen and 32 gm oxygen. The empirical formula of compound is:",CH2O,CH2O2,CH4O,C2H4O2
How many moles of CO2 are present in 220 mg?,0.005 moles,5 moles,0.05 moles,0.5 moles
The atomic number of Nitrogen is 7 and the atomic number of oxygen is 8.The total number of electrons in a Nitrate ion (NO3-) is :,32,15,20,30
6g of Carbon is completely oxidized to carbon dioxide then amount of carbon dioxide liberated at NTP is,11.2 Lt,22.4 Lt,5.6 Lt,44.8 Lt
3.34 g of an oxide 'X' of atomic weight 127 contains 2.54 g of X. Its formula should be,X2O5,X2O3,X2O4,X2O2
Assuming the density of water to be 1gm/cc the volume occupied by one molecule of water is,2.98*10^-23  cc,2.98*10^23 cc,6.02*10^-23 cc,6.02*10^23 cc
6 gm of carbon is completely burnt in a large excess of oxygen . The volume in litres of CO2 formed at STP is:,11.2,5.6,8,16.2
"In an organic compound 78.6% carbon 8% hydrogen , 12% Nitrogen.Find the empirical formula of the compound",C7H9N,C2H5N,CH2N,C3H7N
How many moles of HCl reacts with one mole of KMnO4?,8,3,6,5
"Excess of 2 mols/dm^3 HCl is treated with 2.8 gm of iron as shown in the reaction

Fe + HCl → FeCl2 +H2. The volume of HCl consumed is",50 cm^3,100 cm^3,500 cm^3,150 cm^3
1.5 mole of CH4  is completely burnt in excess of air. The gram of O2 consumed is,96,24,32,48
Equal wt. of CH4 and H2 are taken in a vessel. The fraction of total pressure exerted by H2 molecule is,8/9,1/2,1/8,1/9
The specific heat of bivalent metal is 0.07. Its equivalent weight is,45.71,20.23,60.5,90.6
6 moles of Al acts with Hcl to give how many grams of H2 ?,18 gm,9 gm,12 gm,6 gm
The value of X in an organic compound with molecular formula CXH12 having vapor density 42 is,6,3,4,8
"Part of SO2 that is introduced into the atmosphere ends up being converted into sulphuric acid. The net reaction is

2SO2(g)+O2(g)+2H2O(l)→ 2H2SO4(I)

How many of H2SO4 can be prepared from 5.0 moles of SO2 , 1 mole of O2 and an unlimited quantity of H20?",2 mole,0.5 mole,1.5 mole,1 mole
What volume of oxygen at STP can be formed  from 0.5 mole of potassium chlorate?,16.8 litres,17.8 litres,19.8 litres,15.8 litres
How many moles of ammonia can be produced from 8 moles of hydrogen reacting with nitrogen?,5.33 moles,2.33 moles,3.33 moles,4.33 moles
2 gm of O2 at NTP has volume,1.4 litres,2.8 litres,8 litres,11.2 litres
