question,answer,wrong1,wrong2,wrong3
"In a certain code, LUTE is written as MUTE and FATE is written as GATE, then how will BLUE be written in that code ?",CLUE,GLUE,FLUE,SLUE
"If HEALTH is written as GSKZDG, then how will NORTH be written in that code ?",GSQNM,OPSUI,FRPML,IUSPO
In a certain code TELEPHONE is written as ENOHPELET. How is ALIGATOR written in that code?,ROTNGILA,ROTAGAIL,ROTABGILE,ROTEGILA
"If LAPTOP is coded as POTPAL, CALCULATOR is coded as:-",ROTALUCLAC,RTOALCULAC,CALCULATOR,None
"In a certain language ""617"" means "" sweet and hot"", 735 means ""coffee is sweet"" and 263 means "" tea is hot"". Which of the following would mean "" coffee is hot""?",536,731,367,753
"In a certain code langaugae, 35796 is written as 44887. How is 46823 written in that code?",55914,57914,55934,55714
"If TRUTH is coded as SUQSTVSUGI, then the code for FALSE will be",EGZBKMRTDF,EGZBKMRDE,EGZKMRTDE,FGZBKNRTDE
If FLOWER is coded as EKNVDQ then ROSE is coded as?,QNRD,ESOR,ESOO,ROEE
"In a certain code, CAT is written as SATC and DEAR is written as SEARD. How would SING be written in that code?",SINGS,BGINS,SGNIS,GNISS
"IIf 2=5, 4=18, 6=39, then 10 = ?",105,45,81,100
"In a certain code language ,'417' means chocolate is sweet ; '248' means 'very sweet voice' and '637' means 'eat chocolate daily'. Which of the following digit stands for 'is' in that language?",1,7,4,3
"In a certain language '123' means ""bright little boy"", 145 means ""tall big boy"" and ""637"" means beutiful little flower. Which digit in that language means bright?",2,1,3,4
