question,answer,wrong1,wrong2,wrong3
Development and origin of leaf respectively is,"Exogenous, node","Endogenous, node","Exogenous, internode","Endogenous, internode"
Leaves are produced in,Acropetal succession,Basipetal succession,Centripetal manner,Centrifugal manner
Leaves act as indicators in various environmental conditions due to its,large surface area,Shape,colour,large stomatal frequency
Leaves which grow on the stem are called,cauline,ramal,radicle,1 and 2
Cauline leaves are found in,All,Cocos,Cycas,Borassus
Leaves which grow on the branches are called,ramal,cauline,radicle,2 and 3
Leaves which are developed from reduced stem are called,Radicle,Cauline,Ramal,1 and 3
Radical leaves are found in,Allium,cocos,Hibiscus,Borassus
The leaves fall off immediately after their development are called,caducous,deciduous,Perennial,Permanent
The leaves with a life span of one season to one year are called,Deciduous,caducous,Perennial,Persistent
Leaves are absent in,Saprophytes,Parasites,Symbionts,Autotrophs
Angiospermic saprophytic plant is,Monotropa,cuscuta,Glomus,Nepenthes
Hydrophyte with largest peltate leaves are found in,Victoria regia,Rafflesia,Nelumbo,Raffia tidigera
The long sheath like leaf base encircling a part of stem is called,Sheathing leaf base,Pulvinous leaf base,Storage leaf base,Cup- like leaf base
Sheathing leaf base protects,Intercalary meristem,Apical meristem,Lateral meristem,Fasicular cambium
Leaflets show nastic movement due to pulvinous leaf base in,Mimosa,Mimulus,Martynia,Morus
Concentric arrangement of fleshy leaf bases forms a,tunicated bulb,pseudo bulb,naked bulb,scaly bulb
The small green lateral appendages present on either side of the leaf base are called,stipules,Bracts,stiples,Bracteoles
Stipules are prominent and very rare respectively in,"Dicots,monocots","Monocots,dicots","dicots,dicots","monocots,pteridophytes"
Prickles of roses are,Exogeneous structure,Accessory buds,Endogeneous structure,Modified leaves
Floral leaves are also called,Sporophylls,Hypsophyll,Cataphylls,Prophylls
Phyllotaxy is,Modde of arrangement of leaves,Shape of leaf,Size of leaf,modification of leaves
Swollen leaf base is called,Pulvinus,Bulbs,Stipules,Bracts
The sunflower covered by floral part is,Leaf,Epicalyx,Calyx,Bract
Largest but sessile pitcher is of,Sarracenia,Nepenthes,Dischidia,Darlingtonia
"Zygomorphic,gamopetalous flower in which the petals are very close to cover the mouth of corolla is called",Personate,Bibiliate,Ligulate,Papilonaceous
Apocarpous ovary is name given to which condition of ovary,Carples are free from each other,Ovary are fused,Superior ovary,Inferior Ovary
The arrangement of floral whorls with respect to ovary is given by,"Perigyny,epigyny,hypogyny","Thallophyta,bryophyta,pteridophyte","Cleistogamy,xenogamy,geitonogamy","placentation,aestivation"
"When anthers are fused and filaments are free,stamens are",Syngenesious,Monothecous,Monoadelphous,Diadelphous
Adelphous is the condition in which,Filaments are used,Anthers are fused,Stamens are attached to sepal,stamens attached to petals
Annual flower which opens only once its life time is called,Monocarpic,nnual,Monoadelphous,Herbaceous
The advanced placentation is,Basal,Parietal,Axile,Marginal
Anthesis is the processing pf,Opening of bud,qFloral bud formation,Stigma receptor,Meiosis in spore mother cell
The main role of flower is,To produce offspring,To produce attraction,To produce nectar,To attract insects
The beautiful apperance od Bougainvillae flowers is due to,Bracts,Corolla,Calyx,Androecium
Which of the following is regular flower ?,Solanum nigrum,Brassica campestris,Pisum sativum,Vicia faba
Floral formula describes,Diagrammatic notation of floral characters,Position of flowers,symmetry of flowers,Function of flowers
The inflorescence type found in disc and ray floret is,Capitalum,Spike,Verticellaster,Spadix
Modified hairy calyx is,Pappus,Perianth,Epicalyx,Corolla
Cruciform corolla is found in,Radish,Pea,China rose,Sunflower
Cruciform corolla is found in,Radish,Pea,China rose,Sunflower
Aestivation of corolla in pea is,Vexillary,Contorted,Valvate,Imbricate
A flower with a superior ovary is called,hypogynous,perigynous,epigynous,syncarpous
An inflorescence with the main axis elongated bearing flowers in a pendulous axis is called,catkin,raceme,spike,spadix
"Monocarpellary, superior ovary is found in",Fabaceae,Liliaceae,Poaceae,Solanaceae
Family Fabaceae has,5 corolla,4 corolla,6 corolla,none of these
. The arrangement of leaves on a stem is called,Phyllotaxy,Venation,Vernation,Axis
Insectivorous plants catch insects for obtaining,Nitrogen,Na – K,Taste,Phosphorus
"If a raceme inflorescence is branched, it is called?",Panicle,Umbel,spike,Cymose
Zig-zag development of inflorescence axis is an example of,Helicoid cyme,Scorpioid,Umbel,Compound umbel
A catkin of the unisexual flower is found in,Mulberry,Wheat,Onion,Grass
Flower is a,Modified reproductive shoot,Modified cone,Modified cone,Modified cone
Flowers are always present in,Angiosperms,Cryptogamous,Pteridophytes,Bryophytes
"From the life cycle point of view, the most important part of plants is",Flower,Leaf,Stem,Root
"The vexillum, (standard) wings, and keel in pea flowers constitute",Corolla,Calyx,Androecium,Gynaecium
