question,answer,wrong1,wrong2,wrong3
The formation of a cyanohydrins from ketone is an example of,Nucleophilic addition,Electrophilic substitution,Electrophilic addition,Nucleophilic substitution
Aldehyde can be prepared from acid chloride by,Rosenmund's reduction,wolf-kishner reduction,clemensen's reduction,catalytic hydrogenation in presence of Raney nickel
"In the following reaction product formed is:

CH3COCl Pd/H2     -   ?",acetaldehyde,acteone,carboxylic acid,acetic anhydride
Acetone is prepared in lab by dry distillation of,Calcium acetate,Calcium formate,A mixture of calcium acetate and calcium formate,A mixtutre of calcium hydroxide and calcium formate
Dry heating of calcium acetate gives,Acetone,Acetaldehyde,Ethane,Acetic acid
Which of the following gives acetone on distillation?,Calcium acetate,Micture of calcium formate and calcium acetate,Calcium formate,Calcium formate+formaldehyde
Ethanal is formed by,Oxidation of ethanol by K2Cr2O7 with small H2SO4,Heating 2 moles of calcium formate,Glycerol is heated with oxallic acid,Chloroethane is reacted with HCN
The ozonolysis of the ethylene followed by reduction with Zn dust and water gives,Formaldehyde,Formic acid,Acetaldehyde,Acetic acid
Atomic hydrogen produces formaldehyde when it reacts with,Carbon monoxide,Water,Carbondioxide,Formic acid
Aldehyde is 1st oxidised product of:,Primary alcohol,Secondary alcohol,Tertiary alcohol,None
When ethyl alcohol is treated with acidified potassium dichromate it forms acetaldehyde. It is an example of,Oxidation,Molecular rearrangement,Hydrolysis,Reduction
The oxidation of toulene to benzaldehyde by chromyl chloride is called,Etard reaction,Riemer-Tiemann reaction,Wurtz reaction,Cannizzaro's reaction
,Etard's reaction,Clemmenson reduction,Riemer-Tiemann reaction,Perkins reaction
,,,,
Reaction by which benzaldehyde cannot be prepared,C6H5COOH + Zn/Hg and conc. HCl,C6H6 + CO + HCl in presence of anhydrous AlCl3,C6H6CH3 + CrO2Cl2 in CS2 followed by H3O+,C6H5COCl + H2 in presence pf Pd- BaSO4
Treatment of 1-phenylethanoate with hydrazine in presence of sodium hydroxide produces ethyl benzene. This reaction is known as -,Wolf-kishner reduction,Aldol condensation,Clasein condensation,Williamson synthesis
Reduction of aldehyde and ketones into hydrocarbons using zinc amalgam and conc. HCl is called,Clemmensen reduction,Cope reaction,Dow reaction,Wolf-Kishner reduction
Which reagent convert both aldehyde and acetone to alkane?,Zn-Hg/conc. HCl,Ni/H2,LiAlH4,I2/NaOH
Which of the following organic compound gives aldehyde with NaOH?,R-CH2CHCl2,R-CH2-CH2-Cl,R-CH2CH2-OH,R-CH2NH2
Certain compounds needed for alpha hydroxyl acids are formed when x compound reacts with aldehyde. Name the x compound:,HCN,Cyanohydrin,Benzoyl Chloride,Sodium BIsulphiate
The chemical that undergoes self-oxidation and self-reduction in the same reaction is,Formaldehyde,Benzyl alcohol,Acteone,Acetic acid
"When Benzaldehyde reacts with Conc.NaOH, then sodium benzoate and Benzyl alcohol is formed by",Cannizzaro rxn,Schotten-baumann's reaction,Riemer-Tiemann rxn,Sand meyer rxn
In cannizaro's reaction,Aldehyde is converted into alcohol,Acid is converted into amine,Alcohol is converted into aldehyde,Primary amine is converted into cyanide
Cannizaro reaction is given by,aldehyde having no alpha hydrogen,aldehyde having alpha-hydrogen,ester,alkane
The canizzaro's reaction is not given by,Acetaldehyde,Triemethyl aldehyde,Benzaldehyde,Formaldehyde
Which of the following is produced when acetaldehyde reacts with dilute alkali?,CH3CH(OH)CH2CHO,CH3COONa,CH3CH2OH,
The product formed in Aldol condensation is,a beta-hydroxy aldehyde or a beta-hydroxy ketone,an alpha-hydroxy aldehyde or ketone,"an alpha, beta unsaturated ester",a beta hydroxy acid
CH3CHO + CH3CHO   -    CH3CH(OH)CH2CHO This reaction is called as:,Aldol condensation,Cannizzaro reaction,Carbileamine reaction,Iodoform reaction
Which of the following gives aldol rxn?,CH3CHO,C6H5-CHOCH3,HCHO,CH3CH2OH
Aldol condensation of acetaldehyde leads to the formation of which of the following intermediate.,a cabanion ion,a carbonium ion,acetate ion,a free radical
"If formaldehyde and KOH are heated, then we get",methyl alcohol,methane,ethyl formate,acetylene
A typical compound which undergoes cannizzaro's as well as aldol condensation is,(CH3)2CHCHO,C6H5CHO,CH3CH2CHO,HCHO
A mixture of benzaldehyde and formaldehyde on treating with aqueous NaOH gives,Benzyl alcohol and sodium formate,Sodium formate and methyl alcohol,Sodium benzoate and sodium formate,
Which of the following is correct?,Aldehyde and ketone both react with HCN to form cynanohydrin,Aldehyde and ketone both react with NH to form oxime,Aldehyde and ketone both react with fehling solution,None of the above
"When formaldehyde is heated with ammonia, it forms a product which is used as urinary antiseptic. The product is",Urotropine,Benzotropine,Methyl salicylate,Diacetamide
Which of the following compound is obtained by the reaction of formaldehyde and ammonia?,Urotropine,Formaldehyde ammonia,Bakelite,Aldehyde amine
Formaldehyde reacts with ammonia to give,Hexamethylene tetraamine,Formaline,Formamide,Methyl amine
When benzaldehyde is heated with acetic anhydride and condenses to give 3-phenylprop-2en-1-oic acid. The given reaction is,Perkin condensation,Cannizzaro reaction,Aldol condensation,Benzoin condensation
Which of the following reformacts with KCN to form Benzoin?,C6H5CHO,C6H5COOH,C6H5Cl,C6H5OH
Formaldehyde and acetaldehyde can be distinguished by,Iodoform test,Schiff's reagent,Fehling's solution,Ammonical AgNO solution
Iodoform test is given by,2-propanone,Formaldehyde,Methanol,Propanal
CH3CHO and C6H5CH2CHO can be distinguished chemically by,Iodoform test,Benedict's test,Tollen's reagent test,Fehling's solution test
Which of the following undergoes haloform reaction?,CH3CHOH-CH3,CH3-CH2-CO-CH2-CH3,CH3CH2CHO,(CH3)2CHCHO
Tollen's reagent is:,ammonical silver nitrate,bromine water,alkaline KMnO4 solution,Zn and aq. NH4Cl
Which of the following can't reduce fehling's solution?,Acetic acid,Formic acid,formaldehyde,acetaldehyde
Which of the following give positive Fehling solution test?,Glucose,Sucrose,Fats,Protein
Which test distinguishes Aldehyde and Ketone?,Tollen's test,Grignard test,Lucas test,Schiff test
Aldehyde and ketones are distinguished by,Fehling's solution,Ammonia,H2SO4 solution,Alkaline KMnO4
Aldehyde and ketone are separated by,Tollen's reagent,Phenyl hydrazine,Sulphuric acid,None
Which of the following organic compounds response to both Iodoform test and Fehling's test?,ethanal,propanone,ethanol,methanol
The reagent used for detection of sugar in urine is,Benedict's solution,alkaline potassium permanganate,Hypohalite solution,Tollen's reagent
Magneta is:,Rosaniline hydrochloride,Alkaline phenolpthalin,Methyl red,Red litmus
Schiff's reagent is,Magneta solution decolourised with sulphurous acid,Magneta solution decolourised with chlorine,Ammonical cobalt chloride solution,Ammonical manganese sulphate solution
"When hydroxylamine reacts with carbonyl compound, the product formed is:",Oxime,Hydrazone,Carbazone,Hydrazine
Reaction of a carbonyl compound with one of the following reagents involves nucelophilic addition followed by elimination of water. The reagent is,hydrazine in presence of feebly acidic solution,hydrocyanic acid,sodium hydrogen sulphite,a Grignard reagent
,"A-Ethanal, X-Ethanol, Y-But-2enal, Z-Semicarbazone","A-Methoxymethane, X-Ethanol, Y-Ethanoic acid, Z-Semicarbazide.","A-Ethanol, X-Acetaldehyde, Y-Butanone, Z-Hydrazone.","A-Methoxymethane, X-Ethanoic acid, Y-Acetate ion, Z-Hydrazine."
,,,C4H10,HC≡C-Na+
"Match List-I with List-II

              List-I                                           List-II

   (Products formed)                          (Reaction of carbonyl compound with)

a) Cyanohydrin                                      i) NH2OH

b) Acetal                                               ii) RNH2

c) Schiff's base                                     iii) alcohol

d) Oxime                                              iv) HCN

Choose the correct answer from the options given below:","(a)-(iv), (b)-(iii), (c)-(ii), (d)-(i)","(a)-(iii), (b)-(iv), (c)-(ii), (d)-(i)","(a)-(ii), (b)-(iii), (c)-(iv), (d)-(i)","(a)-(i), (b)-(iii), (c)-(ii), (d)-(iv)"
"What is the IUPAC name of the organic compound formed in the following chemical reaction?

Acetone i) C2H5MgBr, dry ether ii) H2O,H+         -           Product",2-methylbutan-2-ol,2-methylpropan-2-ol,pentan-2-ol,pentan-3-ol
Formaline is an aqueos solution of,formaldehyde,fluorescein,formic acid,furfuraldehyde
"Polymerization of actaldehyde in presence of conc.H2SO4, pleasant smelling paraldehyde is formed. Paraldehyde is used",as hypnotic,in perfumery,antiseptic,anesthetic
The compound used in perfume industry:,Benzaldehyde,Cinnamaldehyde,Formaldehyde,Salicyaldehyde
Benzophenone can be converted into benzene using,fused alkali,anhydrous AlCl3,Na-Hg in water,acidified dichromate
"The correct order of reactivity of CH3CHO, C2H5COCH3 and CH3COCH3 is",CH3CHO>CH3COCH3>CH3COC2H5,C2H5COCH3>CH3COCH3>CH3CHO,CH3COCH3>CH3CHO>C2H5COCH3,CH3COCH3>C2H5COCH3>CH3CHO
Which of the following forces explain the b.pt of aldehydes and ketones?,Dipole-dipole attraction,Hydrogen bonding,Vanderwall force,None
An organic compound A on treatment with acidified K2Cr2O7 gives compound B which reacts with I2 and sodium carbonate to form tri-iodomethane. The compound A is,CH3CH(OH)CH3,CH3OH,CH3COCH3,CH3CHO
,mesitylene,phorone,mesityl oxide,deacetonyl alcohol
,,,,
Which one of the reagent do you use to separate aldehydes from alcohols from their mixture?,NaHSO3/H+,HCN,NH2OH,NH2NH2
