question,answer,wrong1,wrong2,wrong3
1. Ram ranked ninth from the top and thirty eight from the bottom in a class. How many students are there in the class?,D. 46,A. 48,B. 45,C. 47
"2.In a NAME class, boys stands in a single line. One boy is nineteenth in order from both the ends. How many boys are there in a class ?",C. 37,A. 39,B. 38,D. 27
3. Nitika ranks eighteenth in a class of 49 students. What is his rank from last?,A. 32,B. 31,C. 19,D. 18
"4. Ranjan is sixth from the left end and Bidur is tenth from the right end in a row of boys. If there are eight boys between Ranjan and Bidur, how many boys are there in the row?",B. 24,A. 23,C. 25,D. 26
"5. In a row of girls, A is fifteenth from the left and B is fourth from the right. There are three boys between A & B. C is just left of A. What is C's position from the right?",A. 9th,B. 12th,C. 10th,D. 13th
"6. In a row of people all facing North, Harry is 8th from the right end. Ben is 19th from the right end. Ben is exactly between Harry and Loin. If Loin is 7th from the left end of the line, how many people are there in the row?",A. 36,B. 35,C. 34,D. 37
7. In a row Sindhu is 15th from front end and Madhu is 10th from back end. If they interchange their positions there are 5 persons between Sindhu and Madhu. Total number of persons in the row?,B. 30,A. 31,C. 29,D. 28
"8. In a row of 21 girls when Monica was shifted by four places towards the right, she became 12th from the left end. What was her earlier position from the right end of the row?",A. 14th,B. 10th,C. 12th,D. 8th
"9. In a state-level dance competition, a total of 75 people took part. Stuti’s position was 13th from the top, and Barkha stood 25th from the bottom. A total of how many participants stood between Stuti and Barkha?",C. 37,A. 42,B. 45,D. 30
"10. On sports day in a school, 8 students took part in a race. They were all made to stand in a straight line. Sumit was standing 5th from the right end, and 3 students are standing in between Sumit and Ritesh. Based on this arrangement, what is the position of Ritesh from the left end of the line?",B. 8th,A. 6th,C. 2nd,D. None of the above
"11. A certain number of people are standing in a straight line, and all of them are facing north. Arunima is 19th from the right end of the line, and Arun is at the 15th position from the left end of the line. Both, Arunima and Arun interchange their positions, after which Kritika who was 24th from the left end is now at the 5th position to the left of Arun’s new position. How many people are there in the line in total?",A.47,B. 66,C. 29,D. 30
"12. In a school assembly, students are made to stand in a straight line one after the other, based on their height. There are 10 people who are standing behind Prateek and 15 people who are standing in front of him. In the same line, 17 students are standing behind Tarun and 8 are standing in from of him. How many students in total are standing between Tarun and Prateek?",C. 6,A. 7,B. 5,D. 10
"13. In a class with a certain number of students, Aprajita’s rank from the top is 23rd, and Harshit’s rank from the bottom is 16th. There are 10 students between Aprajita and Harshit. How many students are there in total in that class?",A. 49,B. 65,C. 40,D. 45
"14. In a class of 50 students, Jatin and Rakesh are ranked 15th and 21st from the top, respectively. What will be their ranks respectively from the bottom in the class?",B. 36th and 30th,A. 30th and 32nd,C. None of the above,D. Cannot be determined
"15. In a row of 42 students facing the North, Nitin is 4th to the left of Pinky. If Pinky is 20th from the left end of the row, how far is Nitin from the right end of the row?",B. 27,A. 23,C. 25,D. 26
"16. In the same way that “Doctor” is related to “Hospital,” which of the following is related to “School”?",C. Teacher,A. Patients,B. Books,D. Playground
"17. If “Cat” is related to “Kitten,” then “Dog” is related to?",A. Puppy,B. Cow,C. Chicken,D. Cub
"18. If “Earth” is related to “Planet,” then “Moon” is related to?",C. Satellite,A. Comet,B. Sun,D. Star
19. College : Student:: Hospital:?,B. Patient,A. Medicine,C. Nurse,D. Doctor
20. Pen is to Write as Knife is to ________.,A. Cut,B. Slice,C. Draw,D. Paint
21. Ocean is to Water as Desert is to ________.,D. Sand,A. Cactus,B. Dune,C. Oasis
22. REASON : SFBTPO :: THINK : ?,C. UIJOL,A. UJKPM,B. UHNKI,D. SGHMJ
23. Architect : Building :: Sculptor : ?,D. Statue,A. Museum,B. Stone,C. Chisel
24. Eye : Myopia :: Teeth : ?,A. Pyorrhoea,B. Cataract,C. Trachoma,D. Eczema
25. Safe : Secure :: Protect : ?,B. Guard,A. Conserve,C. Sure,D. Lock
26. Microphone : Loud :: Microscope : ?,B. Magnify,A. Examine,C. Investigate,D. Elongate
27. Melt : Liquid :: Freeze : ?,C. Solid,A. Condense,B.Ice,D.
28. Cloth : Mill :: Newspaper : ?,A. Press,B. Paper,C. Reader,D. Editor
29. Race : Fatigue :: Fast : ?,C. Hunger,A. Race,B. Laziness,D. Food
30. Poles : Magnet :: ? : Battery,B. Terminals,A. Power,C. Energy,D.Cells
