question,answer,wrong1,wrong2,wrong3
1. Choose the odd one,B. Circle,A. Square,C. Parallelogram,D. Rectangular
2. Choose the odd one,D. Lungs,A. Eyes,B. Nose,C. Ears
3.Choose the odd one,D. plastic,A. Gold,B. Iron,C. Copper
4. Choose the odd one,B. Banana,A. Apple,C. Mango,D. carrot
5. Choose the odd one,C. Sleep,A. Jump,B. Run,D. Walk
6. Choose the odd one,D . Russia,A. Asia,B. Africa,C. Europe
7. Choose the odd one,C. Tiger,A. Cow,B. Goat,D. Sheep
8. Choose the odd one,D. Water,A. Oxygen,B. Nitrogen,C. Hydrogen
9. Choose the odd one,D. Sunday,A. January,B. March,C. June
10. Choose the odd one,D. Book,A. Pen,B. Pencil,C. Eraser
11. Choose the odd one,C. Spoon,A. Knife,B. Scissors,D. Blade
12. Choose the odd one,D. Hill,A. River,B. Lake,C. Sea
13. Choose the odd one,D. Aeroplane,A. Train,B. Bus,C. Bicycle
14. Choose the odd one,D. Hospital,A. Doctor,B. Teacher,C. Engineer
15. Choose the odd one,D. Wheat,A. Rose,B. Lotus,C. Lily
