question,answer,wrong1,wrong2,wrong3
"A proton is moving in the direction parallel to both electric and magnetic field, proton will",get accelerated,get decelerated,move upward,move downward
"An electron enters X-direction and magnetic field is in Y-direction, The motion of electrion after entering inside filed is",circular motion in XZ,circular motion in XY,circular motion in YZ,St. line
A coil of metal wire is kept stationary in a non uniform magnetic field,Neither emf nor current is induced in the coil,An emf and current both are induced in the coil,An emf but not the current is induced in the coil,Current but not emf is induce in the coil
Electric and magnetic field is in same directions and proton is also send in same direction then proton gets:,accelerated,deviated to left,deviated to right,deaccelerated
A wire bent in the form of a square lamina of side 10m in which a current I=10A circulates. The lamina is placed inside a magnetic field B =10 TESLA perpendicularly to the lamina surface. The force experienced by it is :,0 N,1000N,500N,500 (3)^1/3 N
"A length of wire carrying current when bent to form a circle magnetic field is B. If the same length is bent to form 'n' no. of circular loops, then magnetic field at centre is",n²B,nB,B/n,B
"Uniform magnetic field has its direction from east to west, then direction of current is directed towards:",north,east,west,south
The magnetic field intensity at one end due to long current carrying solenoid is:,µ0nI/2,µ0nI,µ0I/2,µ0nI/2¶
The radius of the path followed by a particle in a magnetic field directly proportional to its,momentum,charge,magnetic,kinetic energy
"A current is flowing north along a power line. The direction of the magnetic field above it, neglecting the earth's field is",east,north,south,west
Find the value of torque when the value of magnetic field is 0.2 tesla and magnetic moment is 2 amp m² acting perpendicular to each other,0.4,4,40,400
When a charge moves in a direction perpendicular to magnetic field then,KE is constant and momentum changes,momentum is constant and KE changes,both KE and momentum changes,both velocity and momentum are constant
A toroid with 2000 turns and diameter of 40cm has 2A current flowing through it. Then magnetic filed at it's centre is:,4*10^-4,1*10^-4,3*10^-4,2*10^-4
Earth's magnetic field always has a horizontal component except:,at a magnetic pole,at the equator,at a latitude,at a longitude of 60°
"A metallic wire is folded to form a square loop of side 'a'. It carries a current 'i' and is kept perpendicular to a uniform magnetic field. If the shape of the loop is changed from square to a circle without changing the length of the wire and current, the amount of work done in doing so is",iBa²(1-4/¶),iBa²(¶+2),iBa²(¶-2),iBa²(4/¶-1)
Two circular coils 1 and 2 are made from same wire but radius of 1st coil is twice that of 2nd coil. What potential difference should be applied across them so that the magnetic field at their centers is the same?,4,2,3,6
The magnetic induction at a point 3cm from a long current carrying wire is 10^-3 T. The field induction at 12cm is,2.5*10^-4 T,10^-3 T,25*10^-4 T,2.5*10^-3 T
"When an electron moves through a uniform magnetic field, its speed",remains constant,increases,decreases,depends on field
