question,answer,wrong1,wrong2,wrong3
"During sunset and sunrise, the apperance of sun is red due to:",Scattering,Reflection,Refraction,None
Web of spider shine due to:,Scattering,Interference,Diffraction,Refraction
The loudness of two sound waves of same frequency in a medium are 5 dB and 1dB. Then the ratio of their amplitudes are:,100:1,1000:1,10:1,1:1000
"Two waves having amplitudes 3A and A superimpose, then the ratio of maximum to minimum intensity is:",4:1,1:4,2:1,1:2
"If distance between point source of light and screen is doubled, illuminance on screen becomes:",Same,Twice,One-half,One-fourth
"A plano convex lens is made of material of refractive index 1.5. Its power is 4D, then radius of curvature is:",25 cm,20 cm,30 cm,1.5 cm
At what speed should a source of sound move so that observer finds apparent frequency equal to half of original frequency?,V/2,V,2V,V/4
Refractive index is independent of:,Intensity of light,Nature of light,Freqeuncy of light,Temperature
"A vessel has 6gm of O2 at pressure P and temperature 400k. A small hole is made in it, so that oxygen leaks out. How much oxygen leaks out, if the final pressure is P/2 and temperature 300K?",5gm,4gm,2gm,3gm
Find the ratio of temperature difference of liquid having mass ratio 3:4 and specific heat capacities 1:2 and same amount of heat:,8:3,3:8,1:2,2:1
Find the amount of heat required to change the mass of water 1gm from 14.5°c to 15.5°c:,1 cal,42 cal,4.2 J,None
"If the temperature of the black body is 300K, then energy emitted is:",(300)^4,(300)^2,300,30
"In a stretched string, the ratio of consecutive frequencies of sounds produced is:",1:2:3,1:3:5,1:5:7,2:4:8
"On heating the body at a constant temperature, the heat at:",Different points differ temperature,Same temperature,C,D
