question,answer,wrong1,wrong2,wrong3
"In a certain code language ""CONSTRUCTION' is written as 'EMPQVPWAVGQL'. What will be the code for 'DESTRUCTION' in the same language?",FCURTSERKMP,EFTIKJHKML,EFTICTKFY,EFTVSVDVJPO
"If '-' stands for division, '+' for multiplication, '/' for substraction and '*' for addition, then which one of the following equation is correct?",4*5+9-3/4 = 15,4*5+9+3/4 = 17,4-5/9*3-4=11,None
Two bus tickets from city A to B and the three tickets from city A to C costs Rs 77 but three tickets from city A to B and two tickets from city A to C costs Rs 73. What are the fares for cities B and C from A ?,Rs 13 and Rs 17,Rs 4 and Rs 23,Rs 5 and Rs 10,Rs 100 and RS 0
"A father told his son, ""I was old as you are at present at the time of your birth"". If the father's age is 38 years now, the son's age five years back was""",14 years,19 years,33 years,38 years
"If two times A is equal to three times of B and also equal to four times of C, then A:B:C is",6:4:3,1:2:3,3:4:1,1:2:1
"A man is twice as fast as woman and a woman is twice as fast as a boy in doing a work. If all of them, a man, a woman, and a boy can finish the work in 7 days, in how many days a boy will do it alone?",49 days,39 days,51 days,52 days
"Complete the series

111 13 112 24 113 35 117 ?",79,80,81,82
"Find the wrong term in the series given below:

7, 9 , 17, 42, 91, 172, 293",9,17,7,42
"How many of the following numbers are divisible by 132?

264, 396, 462, 792, 968, 2178, 5184, 6336",4,5,6,7
"Find the next two terms in the series:

A, C, F, J, ?, ?","O, U","L, P","M, O","R, V"
"One morning Shaku started to walk towards the sun. After covering some distance, she turned to right then again to the right and after covering some distance she again turns to the right now in which directio is she facing?",North,South,N-E,S-W
Insects: Entomology:: Snakes : ?,Ophiology,Agrology,Cetrology,Mycology
"Which of the following diagrams indicate the best relation between women, mothers and engineers?",a,b,c,d
"If HEALTH is written as GSKZDG, then how will NORTH be written in that code?",GSQNM,OPSUI,FRPML,IUSPO
"In a row of 21 girls, when Sonika was shifted by four places towards the right, she became 12th from the left end. What was her earlier position from the right end of the row?",14th,9th,10th,24th
"Pointing to a man on the stage Robin said, ""He is the brother of the daughter of the wife of my husband"". How is the man on the stage related to Robin?",Son,Husband,Cousin,Nephew
A car is bought for Rs. 1530 and sold for Rs. 1275. Find the loss percent,16.66%,2.5%,4.2%,8.2%
A borrows Rs 8000 at 12% p.a. simple interest and B borrows Rs 9100 at 10% p.a. simple interest. In how many years will their amounts of debts be equal?,22 y,18 y,20 y,24 y
"The present ages of A and B are in the ratio of 3:4. Five years hence, their ages will be in the ratio of 4:5. What is B's present age?",20 years,25 years,30 years,35 years
A clock shows 3:15. What will be its mirror image?,8:45,9:45,8:15,9:15
"Which one is mirror image of word ""TERMINATE'""?",3,1,2,4
Select a suitable figure from the four alternatives that would complete the figure matrix:,1,2,3,4
How many triangles are in the figure below?,18,15,16,17
Choose the figure which is different from the rest?,D,E,C,B
Possible combinations of die:,c,a,b,d
Complete the given matrix:,34,25,36,44
"A pupil's marks were wrongly entered as 83 instead of 63. Due to that the average marks for the class got increased by half. The number of pupils in the class is""",40,45,39,37
"A bird shooter was asked how many birds he had in the bag. He replied that there were all sparrows but seven, all pigeons but eight, and all ducks but nine. How many birds did he have in the bag in all?",12,9,24,18
In how many ways the letter of the word 'KANDEL' be arranged?,720,360,480,120
"Complete the given series. 6884 , 9736,5351,892?",7,5,6,8
If MEDICAL is coded as NVWRXZO then STUDENT is coded as:,HGFWVMG,HGLTMQV,HGWFVML,VQRLMBT
16913:22515::19614:?,25616,28917,36119,48422
Complete the given matrix:,"147,149,152","147,151,165","134,165,125","167,149,152"
"Complete the given series. BDF,CFI,DHL,?",EJO,DGK,NBP,EDT
One morning sujata started to walk towards the Sun. After covering some distance she turned to right then again to the right and after covering some distance she again turns to the right. Now in which direction is she facing?,North,South,North-East,South-West
Choose the word which is different from the rest.,Table,Chair,Stool,Bench
"If the product 4864 × 9 P 2 is divisible by 12, the value of p:",1,2,3,5
A tailor had a number of shirt pieces to cut from a roll of fabric. He cut each roll of equal length into 10 pieces. He cut at the rate of 45 cuts a minute. How many rolls would be cut in 24 minutes?,120 rolls,32 rolls,54 rolls,108 rolls
"In a certain code language,

(A) ‘pit na som’ means ‘bring me water’

(B) ‘na jo tod’ means ‘water is life’

(C) ‘tub od pit’ means 'give me toy’

(D) ‘jo lin kot’ means ‘life and death’

Which of the following represents 'is' in that language?",tod,jo,na,lin
How many 4's are there preceded by 7 but not followed by 3? 5 9 3 2 1 7 4 2 6 9 7 4 6 1 3 2 8 7 4 1 3 8 3 2 5 6 7 4 3 9 5 8 2 0 1 8 7 4 6 3,Four,Three,Six,Five
Find the minimum number of straight lines required to make the given figure,13,15,17,19
"The average weight of a class of 24 students is 35 kg. If the weight of the teacher be included, the average rises by 400 g. The weight of the teacher is :",45 kg,46 kg,47 kg,48 kg
A milkman purchases the milk at Rs. x per litre and sells it at Rs. 2x per litre still he mixes 2 litres water with every 6 litres of pure milk. What is the profit percentage?,166.66%,116%,60%,100%
Study the given pattern carefully and select the letter that can replace the question mark (?) in it,J,K,S,R
Select a figure from amongst the Answer Figures which will continue the same series as established by the five Problem Figures,1,5,4,2
Choose the figure which is different from the rest,4,1,2,5
Select a suitable figure from the four alternatives that would complete the figure matrix.,4,1,2,3
"Two ships are sailing in the sea on the two sides of a lighthouse. The angle of
elevation of the top of the lighthouse is observed from the ships are 30° and 45°
respectively. If the lighthouse is 100 m high, the distance between the two ships is:",273 m,173 m,200 m,300 m
"If selling price is doubled, the profit triples. Find the profit percent.",100,50,305/6,120
"What will be the day of the week 15th August, 2010?",Sunday,Monday,Tuesday,Friday
"The difference of two numbers is 1365. On dividing the larger number by the smaller,we get 6 as quotient and the 15 as remainder. What is the smaller number?",270,240,295,360
"A father said to his son, ""I was as old as you are at the present at the time of your
birth"". If the father's age is 40 years now, the son's age six years back was:",14 years,19 years,33 years,38 years
"Arrange the words given below in a meaningful sequence.
1. Income 2. Status 3. Education 4. Well-being 5. Job","3,5,1,2,4","3,1,5,2,4","1,3,2,5,4","1,2,5,3,4"
"Which of the following diagrams indicate the best relation between Parents, Mother and Father?",C,A,B,D
Complete the given analogy: Letter:Word,Page:Book,Product:Factory,Club:People,Home work:School
Which one will replace the question mark ?,184,210,241,425
Which one will replace the question mark?,24,12,16,18
"A student got twice as many sums wrong as he got right. If he attempted 48 sums in all,how many did he solve correctly?",16,12,18,24
"In a caravan, in addition to 50 hens, there are 45 goats and 8 camels with some keepers.
If the total number of feet be 224 more than the number of heads in the caravan, the number of keepers is",15,5,8,10
"Pointing a photograph X said to his friend Y, ""She is the only daughter of the father of my mother."" How X is related to the person of photograph?",Son,Daughter,Nephew,Can't be decided
"2, 15, 4, 12, 6, 7, ?, ?","8,0","8,8","3,8",None of these
"One morning after sunrise, Kamal started to walk. During this walking he met
Stephen who was coming from opposite direction. Kamal watch that the shadow of Stephen to the right of him (Kamal). To Which direction Kamal was facing?",South,East,West,Data inadequate
Select a figure from amongst the Answer Figures which will continue the same series as established by the five Problem Figures,1,2,3,4
Choose the figure which is different from the rest.,2,1,5,4
Find out from amongst the four alternatives as to how the pattern would appear when the transparent sheet is folded at the dotted line,4,1,2,3
"What is the minimum number of different colours required to paint he given figure
such that no two adjacent regions have the same colour?",3,4,5,6
Choose the box that is similar to the box formed from the given sheet of paper (X).,1 and 4 only,3 and 4 only,1 and 2 only,2 and 3 only
"In a certain code EASY is coded as 5117.In the same code language, how will

BEAM be written as:",2514,4512,2513,2563
"Arrange the following word in meaningful order.

1. Relief 2. Flood 3. Rain 4. Destruction",3241,1234,3124,4312
"One evening before sunset Rekha and Hema were talking to each other face to

face. If Hema's shadow was exactly to the right of Hema, which direction was

Rekha facing?",South,North,East,Data inadequate
"If D is the brother of B, how B is related to C? To answer this question which of the

statements is/are necessary?

The son of D is the grandson of C. B is the sister of D.",1 and 2 both are required,Only 1,Only 2,Either 1 or 2
"In the series 2, 6, 18, 54, ...... what will be the 8th term ?",4374,4370,7443,7434
Which one of the following a 'Drama' must have?,Story,Actors,Sets,Director
Which one will replace the question mark?,11,12,13,10
Ophthalmia' is related to 'Eye' in the same way as 'Rickets' is related to:,Bone,Kidney,Nose,Heart
"In a row of 20 students Hari is ranked 15th position from left side and Ramesh is

ranked 12th position from right side how many students are there in between Hari

and Ramesh?",5,7,12,8
"A motorist knows four different routes from Bristol to Birmingham. From

Birmingham to Sheffield he knows three different routes and from Sheffield to

Carlisle he knows two different routes. How many routes does he know from

Bristol to Carlisle?",24,4,8,12
"A dice is thrown four times and its four different positions are shown below. Find

the number on the face opposite the face showing 2.",5,3,4,6
"Select a suitable figure from the four alternatives that would complete the figure

matrix",4,1,2,3
Find the number of triangles in the given figure,14,8,10,12
"Choose the set of figures which follows the given rule.

Rule: The series becomes complex as it proceeds.",2,1,3,4
"Select a suitable figure from the Answer Figures that would replace the question

mark(?).",1,5,3,4
"Study the following figure and answer the questions given below.


By which letter, the married teachers who live in joint family are represented?",Q,R,S,P
"Present ages of Sameer and Anand are in the ratio of 5 : 4 respectively. Three years

hence, the ratio of their ages will become 11 : 9 respectively. What is Anand's

present age in years?",24,27,40,Cannot be determined
"The average weight of 16 boys in a class is 50.25 kg and that of the remaining 8

boys is 45.15 kg. Find the average weights of all the boys in the class.",48.55 kg,47.55 kg,48 kg,49.25 kg
"In how many ways can a group of 5 men and 2 women be made out of a total of 7

men and 3 women?",63,90,126,45
"If selling price is doubled, the profit triples. Find the profit percent.",100,66,105,120
"When a plot is sold for Rs. 18,700, the owner loses 15%. At what price must that plot be sold in order to gain 15%?","Rs 25,300","Rs 21,000","Rs 22,500","Rs. 25,800"
"A grocer has a sale of Rs. 6435, Rs. 6927, Rs. 6855, Rs. 7230 and Rs. 6562 for 5 consecutive months. How much sale must he have in the sixth month so that he gets an average sale of Rs. 6500?",Rs 4991,Rs 5991,Rs 6001,Rs 6991
"If MOCK is coded as BN, then COLOUR is coded as:",RAM,MAR,RAT,EAM
10 women can complete a work in 7 days and 10 children take 14 days to complete the work. How many days will 5 women and 10 children take to complete work?,7,14,20,5
Oranges are bought at 6 for Rs. 5 and sold at 8 for Rs. 11. Find the gain or loss percent.,65%,60%,50%,30&
"The sum of the ages of a Saurav and his father is 40 years. After 16 years, the father will be twice the age of his son. What is the percent age of the Saurav?",8y,10 y,6y,4y
A man riding his bicycle covers 150 m in 25 sec. What is his speed in km/hr?,21.6km/hr,20km/hr,23km/hr,25km/hr
The simple interest at x% per annum for x years will be Rs. x on a sum of:,100/x,Rs. x,100 x,100/2x
"Amar walked 30 meters towards East. Work a right turn and walked 40 meters, and then he took a left turn and walked 30 meters. In which direction is he now from the starting point ?",South-East,North-East,East,South
"If LAPTOP is coded as POTPAL, CALCULATOR is coded as",ROTALUCLAC,RTOALCULAC,CALCULATOR,RJOLACALT
Nikita ranks eighteenth in a class of 49 students. What is his rank from last?,32,18,19,31
D is taller than C and E. A is not as tall as E. C is taller than A. D is not tall as B. Who among them is next to the tallest one?,D,A,B or D,B
"If X is the brothher of the son of Y's son, how X is related to Y?",Grandson,Son,Brother,Cousin
"0,6,24,60,120,219,?",336,240,290,504
_stt_tt_tts_,tsst,tsts,ttst,sstt
16:56::32=?,112,96,118,128
Which of the following particles is a baryon?,Proton,Electron,Neutrino,Photon
Which of the following particles does not interact with the Higgs field and therefore does not acquire mass from it?,Neutrinos,Electrons,Quarks,W and Z bosons
"In a certain code, POETRY is written as QONDSQX and OVER is written as PNUDQ. How is MORE written in that code?",NLNQD,NNLQD,NLNSD,LNNQD
1. Centi 2. Giga 3. KIlo 4. Hecta 5. Mega,"2,5,3,4,1","1,4,3,2,5","2,3,4,5,1","4,1,5,2,3"
"Incomes of A and B are in the ratio 3:2 and their expenditures are in the ratio 5:3. If each saves Rs 4000, find the income of A.",24000,16000,20000,12000
