question,answer,wrong1,wrong2,wrong3
"If height of two projectile is same, what is the ratio of range when it is projected at an angle 45° and 60° with horizontal ?",√3:1,√3:2,2:√3,1:1
"A bullet is fired from a gun at the speed of 280 ms–¹ in the direction 30° above the horizontal. The maximum height attained by the bullet is (g=9.8 ms–², sin30° = 0.5)",1000 m,2000 m,3000 m,2800 m
"A ball is projected with a velocity, 10 ms–¹, at an angle of 60° with the vertical direction. It's speed at the highest point of its trajectory Will be:",5√3 ms–¹,0,5 ms–¹,10 ms–¹
"A car starts from rest and accelerates at 5 m/s². At t= 4s, a ball is dropped out of a window by a person sitting in the car. What is the velocity and accelerate of the ball at t=6s? (Take g = 10)","20√2 m/s, 10 m/s²","20 m/s, 5 m/s²","20 m/s, 0","20√2 m/s, 0"
The velocity of a projectile at the initial point A is (2i +3j) m/s. It's velocity (in m/s) at point B is,2i - 3j,-2i + 3j,2i + 3j,-2j -3j
"When air resistance is taken into account while dealing with the motion of the projectile. Of the following properties of the projectile, the one which shows an increase is:",The angle at which the projectile strikes the ground,Range,Maximum height,Speed at which it strikes the ground
A body is thrown with velocity 50 m/s. The maximum horizontal distance it can cover is,250 m,200 m,300 m,400 m
In a projectile throw at the same angles the velocity of A is two times of velocity of B their ranges are related as,Ra = 4Rb,Ra = 2Rb,Rb = 2Ra,Rb = 4Ra
A body is projected at the an angle 45° with a velocity 200 m/s. The maximum height attained by the projectile is,1000 m,200 m,400 m,800 m
A body projected at angle of 60° attains the same height at two points a and b at two different times. If air resistance is neglected the ratio of mechanical energies at with respect to that at b will be:,Equal to one,More than one,Less than one,Dependent on their directions of velocity
A projectile is thrown at angle θ with vertical with initial kinetic energy E. If air resistance is neglected the K.E. at highest point will be,Esin²θ,E cos²θ,Ecosθ,0
The range of a projectile when projected at an angle θ degree is R. If the angle of projection is 2θ degree but the range remains the same the angle will be,30°,10°,20°,40°
A projectile's time of flight 'T' is related to horizontal range by equation gT² = 2R. The angle of projection is degrees is:,45°,90°,30°,60°
A ball is thrown horizontally from the top of a tower. Horizontal component of it's velocity will,Remains unchanged,Increase,Decrease,First increase and then decrease
Two bullets A and B are fired horizontally at the same instant of time with velocities Va and Vb from the same height. If Va is greater than Vb which will reach the ground first?,A,B,Both A and B simultaneously,Depends upon their masses
"Ball A is dropped vertically, B is thrown horizontally from the same height and at the same moment, then:",Ball B reaches the ground with more velocity,Ball A reaches the ground first,Ball B reaches the ground first,Ball A reaches the ground with more velocity
"For a projectile fried at equal inclination to horizontal and vertical line with velocity u, the horizontal distance travelled is",u²/g,u²/2g,u²sin /g,None of the above
If mass and velocity of a body in projectile motion is doubled their linear momentum becomes,4 times,2 times,1/2 times,Constant
A stone is just released from the window of a train moving along a horizontal straight track. The stone will hit the ground following,Parabolic path,Straight path,Circular path,Hyperbolic path
"A bomb is dropped from an aeroplane moving horizontally at constant speed when air resistance is taken into consideration, the bomb",Falls to earth behind the aeroplane,Falls to earth exactly below the aeroplane,Falls to earth ahead of the aeroplane,Flies with the aeroplane
A man projects a coin upwards from the gate of a uniformly moving train. The path of coin for the man will be,Vertical straight line,Parabolic,Inclined straight line,Horizontal straight line
An aeroplane is flying horizontally with a velocity of 600 Km/h at a height of 1960 m. When it is vertically at a point A on the ground at point B. The distance AB is,3.33 km,1200 m,0.33 km,33 km
"Two bodies are projected with the same velocity. If one is projected at an angle of 30° and the other at an angle of 60° to the horizontal, the ratio of the maximum heights reached is",1:3,3:1,1:2,2:1
"If two bodies are projected at 30 and 60 respectively, with the same velocity, then",Their ranges are same,Their height are same,Their times of flight are same,All of these
A ball is projected with velocity V at an angle of elevation 30°. Mark the correct statement,Horizontal component of momentum will be conserved,Kinetic energy will be zero at the highest point of the trajectory,Vertical component of momentum will be conserved,Gravitational potential energy will be minimum at the highest point of the trajectory
At what point of a projectile motion acceleration and velocity are perpendicular to each other,At the topmost point,At the point of projection,At the point of drop,Any where in between the point of projection and topmost point
A fielder can throw a cricket ball to maximum horizontal distance of 100 m. How high the Fielder can throw the same ball,50,25,40,100
"If the maximum range of projectile is four times of its maximum height, then the angle of projection is equal to",45°,30°,60°,75°
The angle of projection at which the horizontal range and maximum height of projectile are equal is,θ = tan–¹4 or (θ=76°),45°,θ = tan–¹(0.25),60°
The horizontal range of a projectile is 4√3 times it's maximum height. It's angle of projection will be,30°,45°,60°,90°
