question,answer,wrong1,wrong2,wrong3
A bulb is lowered from 4m to 3m above table the what is change in illuminance?,Increases by 77.33%,Increases by 25%,Decreases by 25%,Decreases by 77.33%
The correct exposure time photographic print is 10 sec at a distance of 2m from 40 cd. lamp. The time required for exposing the same print at a distance of 4m from 20 cd. lamp is,80 s,10 s,40 s,160 s
The luminous efficiency of a lamp is 50 lumen/watt and its power is 40 watt. its luminous flux in lumen is,2000,5/4,4/5,1000
Lumen is an unit representing,Luminous flux,Luminous intensity,Illuminance,Luminance
The illuninance at 10 m directly below a 40 cd lamp is,0.4 lux,4 lux,40 lux,0.04 lux
Luminous intensity of light source of Iluminance 50 lux at distance of 2m is?,200,400,300,100
"Two bulbs A and B are placed respectively at 20 cm and 30 cm On opposite sides of an oily paper screen. The two sides of the screen are equally intense. The ratio of power of the bulb
A to that of B will be",4:9,9:4,2:3,3:2
The shutter of camera is opened for 203 at a distance of 2m from the lamp of illuminance of 20 cd. If the distance is made 4 m from the lamp of illuminance 40 cd. What is the time of shutter opening?,40 s,20 s,60 s,80 s
Illuminance at a point 2m from a source of light of luminous intensity 100 candela is,25 lux,50 lux,\(50 Cd/m^2\),25/2л
"The time of exposure of camera is 4 sec. What will be the time of exposure if its
aperture is doubled",1 sec,2 sec,3 sec,8 sec
A photographer finds that for a certain aperture of his camera the correct exposure time is 0.25 sec. If the diameter of the aperture is doubled then the exposure time will be,0.062 sec,0.125 sec,0.500 sec,1.00 sec
The surface area of an electric lamp is \( 40cm^2.\). If its illuminance at a distance 1m is \(2Lm/m^2\) then the luminous flux from the lamp is,8л Lumen,2л Lumen,4л Lumen,16л Lumen
The luminous flux from a 100 watt electric lamp is 6850 lumen. The luminous efficiency of the lamp is,10%,1%,5%,20%
"The luminous efficiency of a lamp is 5 Lumen/Watt. If the luminous intensity is 35Cd, the power of the lamp is",88Watt,28Watt,112Watt,140Watt
What is the ratio of luminous intensity of two sources which produce shadows of equal intensities at distances of 50cm and 100cm from the photometer?,1:4,1:2,4:1,2:1
The maximum illumination on a screen at a distance of 2 meters from a lamp is 25 lux. The value of total luminous flux emitted by the lamp is,1256 lumens,1600 lumens,100 candela,400 lumens
The illuminance of a surface 2m away from a point source is \(4W/m^2\). It will be\( 2W/m^2\) when the distance of the point from the source is:,2√2m,1/√2 m,4/√2 m,√2m
The Illuminance at a point on a plane surface at a distance of 4m from a bulb is 10^-3 lumen/cm^2. The line joining the point to the bulb makes an angle of 60' with the normal at that point on the surface. The luminous intensity of the bulb is,320 Cd,40Cd,80 Cd,160Cd
"In a cinema hall the distance between the projector and the screen is increased by 2%. If other variables are kept fixed, then the intensity of the illumination on the screen",decreases by 4%,decreases by 2%,increases by 2%,increases by 4%
"A bulb is situated at a height of 2m above the centre of the table. If the height is decreased by 1m, then percentage change in illumination at the centre of the table will be",300% increase,100% decrease,100% increase,300% decrease
A 100 watt lamp has luminous intensity 125 candela (isotropic). The luminous flux of the lamp is,500π lumen,400 lumen,4π/125 lumen,5000π lumen
At what distance 16 candela lamp should be placed from a book so that the illumination received is \(1lumen/m^2?\),4m,1m,1/4m,2m
Two lamps A and B of 64 and 16 candela respectively are placed 4m apart. At what distance from A should the screen be placed between the lamps so that it is equally illuminated by both the lamps?,8/3m,4/3m,4m,8m
A 100W lamp is suspended at a height of 5m above the centre of a table. The intensity at the centre of the table in\( watt/m^2\) is,1/π,4,4π,1/4π
A small bulb is hanging at a height of 8 feet above the centre of a round table of diameter 16 feet. The ratio of the intensity of illumination at the centre and at points on the circumference of the table will be:,2√2:1,1:1,2:1,3:2
The separation between the screen and a perfectly reflecting plane mirror is 2r. An isotropic point source of light is placed exactly midway between the mirror and the screen. The ratio of Illuminance on the screen with and without the mirror is:,10:9,10:1,2:1,9:1
"A photographer finds that for a certain aperture of his camera the correct exposure time is 0.25sec. If the diameter of the aperture is doubled, then time of exposure will be",0.062s,0.125s,0.5s,1s
The correct exposure time photographic print is 10sec at a distance of 2m from a 40 C.P. lamp. The time required for exposing the same print at a distance of 4m from 20C.P. lamp is:,80s,10s,40s,160s
The exposure time of a camera lens at  the f/2.8 setting is 1/200 second. The correct time of exposure at f/5.6 setting is,0.02s,0.04s,0.20s,0.40s
