question,answer,wrong1,wrong2,wrong3
A soap bubble (surface tension = \(30 × 10^{-3} Nm^{-1}\)) has radius 2 cm. The work done in doubling the radius is:,\(9.34 × 10^{-4}J\),0,\( 1.1335 × 10^{-4}J\),\(2.261 × 10^{-4}J\)
Two capillary tube made of same material but different radius were dipped into water:,Liquid rise more in smaller radius capillary tube.,Liquid rise more in larger radius capillary tube.,Liquid rise equal in both.,No effect.
The surface energy of a soap bubble is proportional to is radius as,\(R^2\),R,\(R^3\),\(R^{1/2}\)
Oil kept in frying pan spreads more. easily when it is hot. It is due to,Decrease in surface tension of oil.,Decrease in viscosity of oil.,Increase in viscosity of oil.,Increases in angle of contact.
If two drops are combined to form a big drop the ratio of surface energy of 2 drops to the surface energy of big drop is,\(2^{1/3}\),\(\frac{1}{2^{1/2}}\),1:1,\(2^{2/3}\)
The surface tension of soap solution is \(25 * 10^{-3} N/m\). The excess pressure in \(N/m^2\) inside the soap bubble of diameter 1 cm is,20,25,10,5
When a liquid is cooled its surface tension,Increases.,Decreases.,Remains same.,Decreases to minimum and then increases.
"With the rise in temperature, surface tension",Decreases,Increases,Remains the same,Becomes zero
"Water rises in a capillary tube to a high of 3 cm. If the tube is inclined to the liquid surface at 30° angle, the liquid will rise into the tube up to:",6 cm,3 cm,1.5 cm,0.5 cm
"""Water proofing"" agent changes the angle of constant",From acute to obtuse value.,From obtuse to acute value.,From obtuse to π/2.,From acute to л2.
Two soap bubbles of unequal sizes are blown at the end of a tube and the communication between them is opened,The smaller bubbles collapses gradually and the larger bubble increases.,. The larger bubble collapses and the smaller bubble gradually increases.,Both bubbles increase in size.,Both bubbles decrease in size.
The surface tension of the soap bubble is \(3×10^{-1} N/m\). The total work done in expanding the bubble from (10 x 6) cm to (10 × 11) cm is:,\(1.5 × 10^{-3} J\),\(3 × 10^{-3} J\),\(6 × 10^{-3} J\),\(11 × 10^{-3} J\)
What is the reason for the water droplet to be spherical?,Surface tension,Viscosity,Terminal velocity,Pressure
A capillary tube of length 5 cm and interior radius 0.1 mm open on both sides is lower vertically into water in a vessel. If surface tension of water is 25 dyne/cm then,Water rises to full length of capillary but not overflow,Water rises to a height 2 cm upward,Water rises to a height 4 cm upward,Water rises to whole length of capillary and overflow
How high does water rise in a capillary tube whose inner diameter is 0.044 cm? The surface tension of water is 73 dynes/cm.,6.7 cm,7.3 cm,5.6 cm,4.3 cm
Two bubbles of radius r coalesce into one bubble of radius R. Which of the following is true?,R=1.2r,R = 1.8r,R=1.6r,R=1.4r
"A very narrow capillary tube records a rise of 6cm when dipped in water. When the area of cross-section is reduced to one fourth of the former value, water will rise to a height of",12 cm,3 cm,6 cm,15 cm
A stone suspended to a string falls. The tension in the string:,Will be smaller than its wt. but not 0,Will be greater than its wt,Will be 0,None
"If the surface tension of soap solution is T, What is the work done is blooming soap bubble of radius?",\(8лг^2Т\),\(лг^2Т\),\(2лг^2Т\),\(4лг^2Т\)
"A capillary tube when immersed vertically in a liquid records a rise of 2.0 cm. If the tube is held immersed in a liquid at an angle of 60° with the vertical, the length of the liquid column along the tube will be",4 cm,1 cm,2 cm,4/√3 cm
Detergents in hot water enable grease to be removed from plates by:,decreasing the contact angle between the gaseous and the plate,decreasing the density of the liquid,increasing the temperature of the liquid,raising the surface tension of water.
A soap bubble having radius R then the work done to double the radius.,\(24πR^2Т\),\(8πR^2Т\),\(32πR^2Т\),\(16πR^2Т\)
If a liquid does not wet the solid surface the angle of contact is:,obtuse,acute,90°,zero
Calculate the depth of water at which air-bubble of radius 0.4mm may remain in equilibrium (surface tension of water =\(72×10^{-3} N/m\) & g = \(9.8m/s^2\)),3.674 cm,7.348 cm,0.981 cm,1.837 cm
A long capillary tube with both ends open is filled with water and then set in a vertical position in air. What is the length of liquid column remaining in the tube? Surface tension of water is \(7.0 × 10^{-2} N/m\) and radius of capillary bore is 2mm.,1.5cm,0.75cm,3cm,4.5cm
"The amount of work done in increasing the size of a soap film of dimension 10cmx6cm to 10cm×10cm is (Surface tension, T=0.030 N/m):",\( 2.4×10^{-4}\),\( 2.4×10^{-2}\),\( 1.2×10^{-2}\),\(1.2×10^{-4}\)
"When two soap bubbles of radii 3mm & 4mm coalesce, the radius of curvature of common interface is:",12mm,5mm,3.5mm,7mm
"Two capillaries of same diameter ore dipped into liquids of specific gravity 0.4 & 0.8 respectively. If their surface tensions are in the ratio 6: 5, then the ratio of heights of liquids in than will be12:5",12:5,5:12,1:2,2:1
A soap bubble (Surface tension \(3.0×10^{-2} N/m\)) has radius 2cm. The work done in doubling its radius will be:,\( 9.34×10^{-4}J\),Zero,\( 2.26×10^{-4}J\),\( 4.04×10^{-4}J\)
Pressure inside two soap bubbles are 1.01 and 1.02 atmospheres. Ratio between their volume is:,8:1,102:101,\((102)^3: (101)^3\),2:1
The force needed to pull a circular plate of radius 5cm from water surface of which the surface tension is \(75×10^{-3}\) N/m,\(7.5л × 10^{-3} N\),\(30л × 10^{-3} N\),\(60л × 10^{-3} N\),\(15л × 10^{-3} N\)
A soap bubble of radius r is formed in air. The excess pressure inside the bubble is,\(\frac{4T}{r}\),\(\frac{2T}{r}\),\(Po+\frac{2T}{r}\),\(Po-\frac{4T}{r}\)
"If the work done in blowing a soap bubble of volume V is W, then the work done in blowing a soap bubble of volume 2V is",\(4^{1/3} W\),W,√2 W,2W
One thousand small water drops of equal size combine to form a big drop. The ratio of the final surface energy to total initial surface energy is,1:10,10:1,1000:1,1:1000
Work done in blowing a soap bubble of radius R is W. The work done in increasing its radius from R to 3R will be,8W,2W,4W,9W
A mercury drop of radius 1cm is broken into 106 droplets of equal size. The work done is (\(T = 35 × 10^{-2} N/m\)),\( 4.35 × 10^{-2} J\),\( 4.35 × 10^{-3} J\),\( 4.35 × 10^{-6} J\),\( 4.35 × 10^{-8} J\)
"A capillary tube of radius r is immersed in water and water rises in it to a height h. Mass of water in the tube is m. If the capillary of radius. 2r is taken and dipped in water, the mass of water that will rise in the tube will be",2m,m,m/2,4m
Two soap bubbles have radii in the ratio 2: 1. The ratio of excess pressure inside these bubble is,1:2,2:1,1:4,4:1
"A capillary tube when immersed vertically in a liquid records a rise of 3cm. If the tube is held immersed in a liquid at an angle of 60° with the vertical, the length of the liquid column along the tube will be",6cm,3cm,2√3cm,1.5cm
"If T is the surface tension of soap solution, the amount of work done is blowing a soap bubble from D to a diameter 3D is",\(16лD^2Т\),\(4лD^2Т\),\(9/2*лD^2Т\),\(32лD^2Т\)
"Liquid rises to a height of 2cm in a capillary tube. The angle of contact between solid and liquid is zero. The tube is depressed more now so that the tip of the capillary tube is only 1cm above the liquid, then the apparent angle of contact between solid and liquid is",60°,0°,30°,90°
A capillary tube of radius r can support a liquid of weight \( 6.28 × 10^{-4} N\). If the surface tension of the liquid is 5 x 10-2 N/m. The radius of the capillary must be,\(2.× 10^{-3} m\),\(2.5 × 10^{-4} m\),\(1.5 × 10^{-3} m\),\(2 × 10^{-4} m\)
The height up to which water will rise in a capillary tube will be,minimum when water temperature is 4°C.,maximum when water temperature is 4°C.,minimum when water temperature is 0°C.,same at all temperatures
"In a surface tension experiment with a capillary tube water rises upto 0.1m. If the same experiment is repeated on an artificial satellite, which is revolving around the earth, water will rise in the capillary tube upto a height of",full length of tube,0.1m,0.2m,0.98m
A disc of paper of radius R has a hole of radius r. It is floating on a liquid of surface tension T. The force of surface tension on the disc is,2л (R+r) T,2лгТ,2л (R-г) T,4л (R+r) T
A long capillary tube of radius 1mm open at both ends is filled with water and placed vertically. The height of the water column left in capillary is (for water T = \(73.5 *10^{-3} N/m)\),3cm,3mm,1.5cm,7cm
The force necessary to pull a circular plate of radius 5 cm from the surface of water (surface tension 75 dynes/cm) is,750л dynes,375 dynes,375л dуnes,750 dynes
"A vessel of radius 'r' and height 'h' contains a liquid up to height h' such that (h/2 < h' ) If the length of vessel is halved, then the liquid will rise up to height:",h/2,h,(h+h'/2),h/3
A body does not wet glass if it makes,Greater than 90°,acute angle,right angle,0°
When a mercury is kept in a glass then meniscus is,Convex upward,Concave upward,Concave downward,Convex downward'
