question,answer,wrong1,wrong2,wrong3
Which of the following is the component of Ruby?,Al2O3,CaCO3,MgCO3,Al(OH)3
The compound formed during Borax head test is,metal metaborate,orthoborates,boric acid,tetraborate
Boarx is,Na2B4O7 .10 H20,Na3BO3. 4H2O,Na2B4O7. 7H2O,Na2B4O7. 5H2O
The oxide and chloride of element x are separately mixed with water. The resulting solution have same effect on litmus. What is element X?,Aluminium,Sodium,Magnesium,Phosphorus
One element A has 3 electron in its outermost orbit and other element B has 6 electron in the outermost orbit. The compound formed by A and B is,A2B3,A3B3,A3B6,A3B2
Which of the following is the commonest ore of aluminium?,Ruby,Feldspar,Chalcopyrites,Bauxite
"Using knowledge of chemical periodicity predict the probable formula for the oxide of element ""X"" (atomic no. of x= 13)",X2O3,XO,X2O,XO2
which of the following is most abundant among group13 elements in the earth's crust?,Al,B,Ga,none of these
Radius of Ga is less than Al because of,Greater screening effect,Lanthanide contraction,Inert pair effect,None of these
Which of the following group13 element has highest density ?,Ti,Al,Ga,In
Which of the following has the highest boiling points?,B,Al,Ga,In
Which of the following has the highest melting points ?,Al,Ti,In,Ga
Which of the following has the highest first ionization energy?,Carbon,Lithium,Beryllium,Boron
Stability of trivalent cations of group IIIA will be in order,Ga3+ > In3+ >Ti3+,Ga3+ < In3+ < Ti3+,Ga3+ > In3+ < Ti3+,Ti3+ >In3+ < Ga3+
Thallium shows different oxidation state beacause,of inert pair effect,It is a transition element,of its amphoteric character,of its higher reactivity
Which of the following acts as an oxidizing agent ?,Ti3+,B3+,Al3+,none of these
