question,answer,wrong1,wrong2,wrong3
Which of following is a vector,electric field intensity,electric potential,electric flux,charge density
What is the potential drop across an electric hot plate which draws 5A when it is hot resistance is 24Ω?,120V,140V,130V,150V
"A 2µC charge is enclosed by a Gussian surface of radius 0.5m. If the radius of the Gaussian surface is increased two times, the no of flux passing through the new surface will be",the same,two times,four times,0.5 times
A sphere of radius 10cm is charged to a potential of 300volts. The energy of sphere is,5*10^-7J,5*10^-6J,5*10^-5J,5*10^-3J
The electric potential at the surface of atomic nucleus (Z=50) of radius 9*10^-15m is,8*10^6V,80V,9V,6*10^6V
"In a system, the electric field at the origin is along the positive x-axis. A small circle is drawn with the centre as the origin cutting the axes at the point A, B, C & D having co-ordinates (a,0),(0,a),(-a,0) and (0,-a) respectively,  out of the points on the periphery's of the circle, the potential is minimum of",A,B,C,D
The energy density in the electric field created by a point charge falls off with the distance from the charges as,r^-4,r^-1,r^-3,r^-2
If the electric field intensity is 10^6V/m. Then find the distance between the plates kept at a potential difference at 10³V,10^-3m,10^9m,10^15m,10^39m
NC^-1 has the same dimension as,volt/meter,volt meter,farad meter,farad/meter
An α-particles of energy 5MeV is scattered through 180° by a fixed uranium nucleus. The distance of closest approach is of the order of,10^-12cm,1Å,10^-10cm,10^-14cm
Which of the rays gets deflected by electric field?,α-rays,X-rays,𝛾-ray,UV-rays
When 1C charges is moved from A to B at the potential of 2V then work done in doing so is,2J,1J,5J,1J
The electric field intensity in between two thin metallic plate having surface charge density is,σ/εo,σ/4¶rεo,4¶r/σεo,σ/2εo
Two charges -10C and +10C are placed 10cm apart. The potential at mid point between their centers is,zero,2V,-2V,none
"Two identical charges +Q are kept at A and B. If we move from A and B, the potential",first increases then decreases,decreases continuously,increases continuously,first decreases then increases
The magnitude of electric field E in the annular region of a charged at cylindrical capacitor:,varies as 1/r where r is the distance from the axis,is same throughout,is higher near the outer cylinder than the inner cylinder,varies as 1/r² where r is the distance from the axis
The electric lines of force about a negative point charge are:,"radical, inward","circular, anticlockwise","circular, clockwise","radical, outward"
A body of mass 1 kg carrying a charge of 1 coulomb falls in an electric field through a potential difference of 1 volt. Its velocity is,1.4ms^-1,1ms^-1,2ms^-1,0.5ms^-1
An electron of charge 'e' in rest in an electric field between 2 plates seperated by distance 'd' and with volts difference 'y' then find the force experienced by it,(eV/d),ed/V,d/qV,V/d
"The force between two charges in air is 10 N. On inserting dielectric, the force becomes 4N. Then dielectric constant of medium is",2.5,0.5,2,4
"The potential difference between the two charged parallel plates seperated by 1mm is 100V, then the electric field produced is",10^5V/m,10^-5 V/m,10^3V/m,10^-3V/m
A strong magnetic field is applied on a stationary electron then electron,remains stationary,moves in direction of field,moves in opposite direction of field,moves in a helical path
NC^-1 has the same unit as,volt/meter,volt-meter,farad-m,farad/m
Two charges +4 coulomb and -10 coulomb are placed at A and B 7 cm apart. The distance from A where the potential experienced is zero is,2cm,5cm,4cm,3cm
"In a region where intensity of electric field is 5NC^-1, 50 electric lines of force are crossing per square meter,The number of electric lines of force crossing per square meter, where intensity of electric field is 20NC^-1 will",200,20,50,100
An electric dipole kept in a uniform electric field.It experiences,a torque but no force,a force and a torque,a force but no torque,neither a force nor a torque
Two conducting spheres of radii r1 and r2 are charged to the same surface change density.The ratio of electric fields near their surface is,1:1,r1²/r2²,r2²/r1²,r1/r2
